Frame ID,QR id,QR 2D,QR 3D
283,15,"(428, 150),(475, 148),(491, 227),(440, 235)","dist: 2.3132304892044724, yaw: 177.73532876600703, pitch: -46.1416003943363, roll: -7.841790994471752"
284,15,"(423, 153),(478, 150),(492, 229),(435, 238)","dist: 2.315670092108896, yaw: 178.0928298242167, pitch: -40.01636589472725, roll: -7.602490553716792"
285,15,"(419, 151),(480, 149),(493, 228),(430, 236)","dist: 2.314614954561441, yaw: 176.54562077230798, pitch: -34.51626958491305, roll: -6.011372737932455"
285,17,"(102, 171),(174, 157),(193, 207),(123, 234)","dist: 2.657206083863569, yaw: 150.3139718221173, pitch: -12.376611515385843, roll: -17.28506770281597"
286,15,"(418, 151),(481, 149),(494, 228),(429, 236)","dist: 2.3125819444383726, yaw: 176.0346849409451, pitch: -32.53773995868353, roll: -5.769889546833514"
287,15,"(417, 150),(482, 149),(494, 228),(427, 235)","dist: 2.3130022896177156, yaw: 175.32856567509188, pitch: -30.51728134707732, roll: -4.758749451379871"
287,17,"(104, 171),(172, 155),(195, 207),(125, 234)","dist: 2.7063328821874397, yaw: 154.23261136091915, pitch: -13.039419733668753, roll: -18.593619657534823"
288,15,"(415, 147),(484, 146),(495, 225),(423, 232)","dist: 2.317164367187058, yaw: 175.6723473842697, pitch: -25.189245095712963, roll: -4.314624604444306"
288,17,"(106, 170),(176, 155),(196, 207),(126, 232)","dist: 2.692100248699142, yaw: 152.03744334983543, pitch: -12.352309880508606, roll: -17.141627477240757"
289,15,"(413, 147),(484, 145),(494, 225),(422, 231)","dist: 2.3175201910468393, yaw: 175.4921034050992, pitch: -23.886674062586316, roll: -4.272305362928806"
290,15,"(410, 145),(484, 142),(494, 223),(418, 229)","dist: 2.3052492470912846, yaw: 175.6226435310468, pitch: -19.550385155127685, roll: -4.284006505856425"
290,17,"(106, 169),(175, 152),(195, 207),(127, 231)","dist: 2.7446607273835544, yaw: 156.51496392972027, pitch: -11.57411304655148, roll: -17.82500215593798"
291,15,"(408, 146),(483, 142),(494, 222),(417, 230)","dist: 2.314005808175574, yaw: 175.6728035042255, pitch: -17.47610140224111, roll: -5.193108845715987"
292,15,"(400, 146),(479, 141),(488, 222),(409, 229)","dist: 2.3148220081414115, yaw: 175.68575891009985, pitch: -12.09918309127673, roll: -4.85750798703649"
293,15,"(396, 146),(475, 140),(485, 221),(405, 229)","dist: 2.3138412074008436, yaw: 176.0032780800581, pitch: -10.895147056143005, roll: -5.440833007385656"
294,15,"(391, 148),(471, 142),(480, 223),(399, 231)","dist: 2.3180773626506204, yaw: 176.9652326626851, pitch: -8.16931250673195, roll: -5.225564667840492"
295,15,"(388, 149),(469, 144),(477, 226),(396, 233)","dist: 2.289423815215986, yaw: 176.6849458418046, pitch: -9.682080427815878, roll: -4.612321694497881"
296,15,"(388, 149),(469, 144),(477, 226),(396, 233)","dist: 2.289423815215986, yaw: 176.6849458418046, pitch: -9.682080427815878, roll: -4.612321694497881"
297,15,"(388, 144),(469, 139),(476, 221),(395, 227)","dist: 2.3096728368846837, yaw: 177.38250693729609, pitch: -7.879049861323528, roll: -4.232293898742991"
298,15,"(390, 141),(472, 137),(478, 219),(397, 224)","dist: 2.3049039383481253, yaw: 176.12284023775243, pitch: -7.341796843946043, roll: -3.553011808212097"
299,15,"(391, 144),(473, 138),(479, 221),(398, 226)","dist: 2.3178605140370063, yaw: -171.9621907578789, pitch: 18.65068757066338, roll: -2.8609662553948123"
300,15,"(392, 149),(473, 145),(479, 227),(398, 232)","dist: 2.3119086086204694, yaw: 177.24181469052994, pitch: -7.813839880548864, roll: -3.4966965220608444"
301,15,"(392, 150),(473, 147),(479, 228),(397, 233)","dist: 2.317924638194917, yaw: 175.57474387840708, pitch: -5.959083479328484, roll: -2.9652167749923937"
302,15,"(391, 151),(473, 147),(478, 228),(397, 233)","dist: 2.337249236592617, yaw: 177.14679314056372, pitch: -3.696786599359802, roll: -3.331282808658531"
302,17,"(94, 179),(167, 164),(186, 217),(119, 244)","dist: 2.6918462184096326, yaw: -145.1979036636142, pitch: -5.22813227079306, roll: -17.4563500927718"
303,15,"(390, 152),(471, 148),(477, 230),(397, 235)","dist: 2.3085695922028493, yaw: 176.86177585287749, pitch: -9.407382528238251, roll: -3.615250542489265"
303,17,"(93, 181),(167, 166),(185, 219),(117, 245)","dist: 2.668125333549808, yaw: 153.57217829054792, pitch: -14.03773450961548, roll: -17.305201521122495"
304,15,"(390, 154),(471, 150),(477, 232),(397, 237)","dist: 2.3083459243923103, yaw: 176.8148030406833, pitch: -9.408334712044855, roll: -3.5994400621430573"
305,15,"(391, 155),(473, 152),(478, 232),(397, 238)","dist: 2.332529385365734, yaw: 177.03676530348466, pitch: -4.751977009332478, roll: -3.3074711952625986"
306,15,"(390, 157),(472, 152),(478, 233),(396, 238)","dist: 2.338816427026741, yaw: 174.26232941780026, pitch: -0.614679182722377, roll: -3.505890847070178"
307,15,"(390, 154),(472, 149),(478, 231),(397, 236)","dist: 2.321549749791664, yaw: 176.53139119887098, pitch: -5.137074612564122, roll: -3.7662713319383117"
307,17,"(94, 182),(167, 167),(186, 220),(117, 246)","dist: 2.665040626889792, yaw: 153.32815468079545, pitch: -13.968692579148215, roll: -17.28861240559842"
308,15,"(391, 156),(472, 152),(478, 234),(397, 239)","dist: 2.310807561208317, yaw: 177.10411556358738, pitch: -7.836253073293152, roll: -3.453985800914124"
309,15,"(392, 160),(473, 155),(479, 237),(398, 242)","dist: 2.328948475667718, yaw: 177.81750768815724, pitch: -5.672879707419233, roll: -3.719469720206181"
310,15,"(392, 168),(474, 164),(479, 245),(398, 250)","dist: 2.336992284926678, yaw: 177.08142034514017, pitch: -3.537695587270021, roll: -3.2958460323384875"
311,15,"(393, 179),(475, 176),(479, 258),(398, 262)","dist: 2.314945036840545, yaw: 177.98114081197232, pitch: -6.0835123052263524, roll: -2.615686717144519"
312,15,"(393, 183),(475, 179),(479, 261),(399, 265)","dist: 2.331291220702654, yaw: 178.5382967520847, pitch: -5.553723797717782, roll: -3.0371485073629874"
313,15,"(395, 204),(477, 200),(481, 283),(400, 286)","dist: 2.321215493421982, yaw: -177.41310610064411, pitch: 18.096131315190533, roll: -2.606646495438665"
313,17,"(94, 179),(162, 161),(185, 215),(115, 241)","dist: 2.715741666980629, yaw: 155.04394094231608, pitch: -12.655034941165539, roll: -18.93964134629822"
314,15,"(396, 210),(478, 207),(482, 290),(401, 293)","dist: 2.3051640014234493, yaw: 176.4238736486182, pitch: -6.937314371506103, roll: -2.128901206328061"
315,15,"(396, 215),(479, 210),(483, 292),(402, 297)","dist: 2.331799740461972, yaw: -177.39454442349117, pitch: -1.1227927503487845, roll: -3.6580398320005103"
316,15,"(398, 226),(480, 224),(483, 306),(401, 309)","dist: 2.3228160154045607, yaw: 178.3349641919675, pitch: -3.8087481254073454, roll: -1.7026557905122885"
317,15,"(398, 237),(480, 234),(484, 316),(402, 320)","dist: 2.324010519501365, yaw: 178.3320989458168, pitch: -3.663052962276524, roll: -2.380618036117306"
317,17,"(94, 177),(162, 160),(185, 213),(117, 241)","dist: 2.743101435523459, yaw: 157.6346349037934, pitch: -13.389892001167683, roll: -19.590534229089798"
318,15,"(397, 248),(479, 245),(483, 327),(401, 330)","dist: 2.3426300835565153, yaw: 176.4430540961976, pitch: -0.7195959898252462, roll: -2.1931087187523732"
319,15,"(397, 260),(479, 257),(483, 339),(401, 342)","dist: 2.346878291849556, yaw: 176.67935655790913, pitch: -0.23622142007380476, roll: -2.234713730395362"
320,15,"(397, 268),(479, 266),(482, 347),(400, 350)","dist: 2.3550489509696977, yaw: -179.7641333007666, pitch: 0.3476609160239592, roll: -1.9523070497976394"
321,15,"(396, 277),(478, 274),(481, 356),(399, 359)","dist: 2.3440052729319167, yaw: -178.9941402783926, pitch: -1.1772529257394164, roll: -2.1161642550691653"
322,15,"(393, 284),(475, 282),(478, 364),(396, 366)","dist: 2.355490761376411, yaw: 177.45916951590593, pitch: 0.8740002800314745, roll: -1.6605178011550752"
323,15,"(392, 290),(475, 288),(477, 369),(395, 371)","dist: 2.3486624437718118, yaw: -174.46221365722923, pitch: 3.4288000791932065, roll: -1.8800768386156346"
323,17,"(89, 181),(164, 167),(181, 218),(110, 243)","dist: 2.6176283405598046, yaw: -138.30621359207487, pitch: -6.516516195371571, roll: -15.697595984999284"
324,15,"(393, 289),(475, 287),(478, 368),(396, 370)","dist: 2.36727975981687, yaw: -177.64097593333747, pitch: 4.578463125134826, roll: -2.0062513349127813"
325,15,"(395, 281),(477, 279),(480, 361),(398, 363)","dist: 2.35501552754489, yaw: 177.34612447903973, pitch: 0.6921570641572491, roll: -1.639037238188543"
326,15,"(398, 282),(480, 279),(483, 361),(402, 364)","dist: 2.3532980511903907, yaw: 179.4335965526005, pitch: -2.0155199275613818, roll: -2.146518860499846"
327,15,"(400, 283),(482, 280),(485, 362),(404, 365)","dist: 2.3542264629298177, yaw: 179.45070739383175, pitch: -2.02116763848248, roll: -2.1459225992203192"
328,15,"(403, 277),(485, 275),(488, 356),(406, 359)","dist: 2.3590591585269745, yaw: -179.50826262546693, pitch: 0.3385025653100165, roll: -1.9691728507502877"
329,15,"(402, 270),(485, 267),(488, 349),(406, 352)","dist: 2.342706971856911, yaw: -178.2335402923288, pitch: 1.6036901591991062, roll: -2.4054641237765217"
330,15,"(402, 282),(485, 280),(488, 362),(405, 365)","dist: 2.3314022813783652, yaw: -179.3249510790979, pitch: 0.33634390796814917, roll: -1.9572336049997425"
330,17,"(93, 172),(167, 157),(187, 210),(117, 236)","dist: 2.625116268021038, yaw: 152.76230731894174, pitch: -15.083298099876457, roll: -17.343674350321333"
331,15,"(394, 266),(479, 263),(482, 346),(398, 350)","dist: 2.2822168255573074, yaw: -175.6395072699201, pitch: 0.751264672159779, roll: -2.63513464037348"
331,17,"(80, 158),(154, 141),(176, 195),(104, 222)","dist: 2.5914256396171145, yaw: 153.30879525573081, pitch: -14.402573212291822, roll: -18.508681269098908"
332,15,"(398, 257),(483, 254),(487, 339),(402, 342)","dist: 2.2645220840411597, yaw: 176.9230470009494, pitch: -0.3240169205170236, roll: -2.154334275274835"
333,15,"(400, 257),(488, 253),(492, 340),(405, 343)","dist: 2.215189263988633, yaw: -176.96240400166255, pitch: 7.034381479463736, roll: -2.8565048099633588"
333,17,"(83, 149),(157, 131),(180, 186),(109, 215)","dist: 2.588026997425905, yaw: 156.48940546834936, pitch: -13.805075619019771, roll: -19.733299457120193"
334,15,"(409, 255),(499, 250),(504, 340),(415, 345)","dist: 2.1403092369711914, yaw: 179.59896731228696, pitch: -2.430426048979491, roll: -3.233117927167888"
335,15,"(421, 253),(515, 249),(519, 341),(427, 345)","dist: 2.093548129929421, yaw: -177.77359460993603, pitch: 3.430525949620161, roll: -2.991664480470652"
336,15,"(427, 248),(521, 244),(525, 339),(432, 342)","dist: 2.049831528454558, yaw: 178.23075879125972, pitch: -3.1637180374940126, roll: -2.1567129164505485"
337,15,"(427, 248),(521, 244),(525, 339),(432, 342)","dist: 2.049831528454558, yaw: 178.23075879125972, pitch: -3.1637180374940126, roll: -2.1567129164505485"
338,15,"(427, 238),(526, 234),(529, 331),(433, 335)","dist: 1.9878166312445187, yaw: -177.70148929792552, pitch: 0.37611696447312537, roll: -2.683671402550122"
339,15,"(429, 228),(530, 224),(533, 324),(434, 327)","dist: 1.9419142117667074, yaw: -178.5179185654126, pitch: 1.1039125039455933, roll: -2.2797187757206303"
340,15,"(430, 224),(532, 221),(535, 322),(435, 325)","dist: 1.9135361196911858, yaw: 179.4111691101641, pitch: -1.3392426474440042, roll: -1.9041782911206508"
341,15,"(429, 221),(535, 218),(538, 322),(434, 325)","dist: 1.8566871305902817, yaw: -179.37108454575068, pitch: 1.6087398070287626, roll: -1.9896786413923133"
342,15,"(421, 231),(529, 226),(533, 334),(426, 338)","dist: 1.7958962719564684, yaw: -178.62271483514354, pitch: -0.8771032952510307, roll: -2.49311634421537"
343,15,"(417, 234),(529, 229),(534, 341),(423, 346)","dist: 1.7244841042203938, yaw: 179.97034372835816, pitch: -2.394706939078248, roll: -2.6213123811614603"
344,15,"(428, 243),(543, 238),(548, 352),(435, 357)","dist: 1.6995592684098995, yaw: -179.94802093713147, pitch: -1.0883001089489193, roll: -2.7310445853034104"
345,15,"(428, 243),(543, 238),(548, 352),(435, 357)","dist: 1.6995592684098995, yaw: -179.94802093713147, pitch: -1.0883001089489193, roll: -2.7310445853034104"
346,15,"(432, 245),(551, 241),(554, 358),(438, 362)","dist: 1.6551779992215963, yaw: -177.9183410487331, pitch: -0.3443137950756526, roll: -2.2483254272674964"
347,15,"(433, 242),(553, 238),(556, 356),(438, 360)","dist: 1.6380665317913359, yaw: -177.1598370216385, pitch: 0.11578083405490683, roll: -2.1792673951375647"
348,15,"(449, 230),(574, 226),(579, 349),(456, 352)","dist: 1.5909889262781276, yaw: 178.2430489926741, pitch: 2.426249265933569, roll: -2.143081732062775"
349,15,"(480, 221),(609, 218),(612, 348),(483, 350)","dist: 1.5162906699187597, yaw: 179.81089752309498, pitch: -2.4412004990969782, roll: -1.133468776139657"
350,15,"(486, 230),(620, 228),(622, 363),(488, 363)","dist: 1.47149116030267, yaw: 179.38930348647534, pitch: -1.2582070746961913, roll: -0.5261570623297072"
351,15,"(491, 228),(630, 227),(630, 365),(492, 364)","dist: 1.438930875523235, yaw: -179.01741101143642, pitch: 0.6284133228768494, roll: -0.23420420160328564"
351,17,"(119, 93),(218, 77),(239, 147),(147, 176)","dist: 1.9910125772069842, yaw: 153.04305196965348, pitch: -11.37530730428045, roll: -14.94210666838281"
352,15,"(492, 212),(634, 211),(634, 354),(494, 353)","dist: 1.3907978401775773, yaw: 179.77998382114106, pitch: -2.804002726186567, roll: -0.10924515478705929"
353,15,"(491, 207),(637, 207),(635, 350),(492, 349)","dist: 1.380255230126562, yaw: -177.70466624352062, pitch: 0.6267818171547056, roll: -0.07842797148952578"
353,17,"(111, 72),(212, 53),(236, 124),(143, 157)","dist: 1.9507282537821604, yaw: 154.59568091226936, pitch: -11.300852359612845, roll: -16.965336195589988"
354,15,"(480, 208),(630, 206),(630, 356),(481, 357)","dist: 1.3136605487002393, yaw: -177.95516326184972, pitch: -2.2326744181984473, roll: -0.6150115645618394"
355,15,"(480, 208),(630, 206),(630, 356),(481, 357)","dist: 1.3136605487002393, yaw: -177.95516326184972, pitch: -2.2326744181984473, roll: -0.6150115645618394"
356,15,"(460, 195),(617, 193),(617, 348),(462, 350)","dist: 1.2592438150706964, yaw: -177.28781071182263, pitch: -1.220850617249104, roll: -0.8573359450609989"
357,15,"(447, 193),(607, 190),(609, 351),(451, 352)","dist: 1.2230741846724549, yaw: 179.94334801094482, pitch: -2.3403281673827054, roll: -0.850060243260144"
358,15,"(444, 186),(607, 183),(610, 345),(449, 348)","dist: 1.204506469798223, yaw: -179.92073743182502, pitch: -1.9318202456897482, roll: -1.2181274701156772"
359,15,"(461, 179),(631, 175),(633, 343),(468, 346)","dist: 1.1712722051281084, yaw: -178.91327669312378, pitch: -1.7455177341787005, roll: -1.4850434847510796"
359,17,"(18, 48),(134, 31),(161, 112),(55, 144)","dist: 1.7808081243844507, yaw: 157.05777396780937, pitch: -17.565137357376074, roll: -16.276207320250272"
360,15,"(481, 178),(654, 175),(655, 346),(485, 349)","dist: 1.1516739182292186, yaw: -178.14853269258126, pitch: -1.954047892014019, roll: -1.1557691499695122"
361,15,"(486, 182),(660, 179),(661, 351),(489, 353)","dist: 1.1503349553083841, yaw: -178.2132927129697, pitch: -0.7359633814742038, roll: -0.9751896581539328"
361,17,"(40, 50),(154, 31),(183, 110),(76, 144)","dist: 1.7627754698078857, yaw: 154.96344229801332, pitch: -15.819248105905753, roll: -16.88480754698735"
362,15,"(486, 184),(661, 183),(658, 357),(487, 356)","dist: 1.1413518974641927, yaw: -177.53256006667002, pitch: -1.9955476512043167, roll: -0.16053307831135802"
363,15,"(484, 187),(660, 186),(659, 360),(486, 360)","dist: 1.1375710703075288, yaw: -178.43779208438824, pitch: -1.1437262287707612, roll: -0.35730176532617575"
364,15,"(482, 185),(659, 183),(658, 358),(485, 358)","dist: 1.134500377122328, yaw: -178.11691617221223, pitch: -0.7909167606269318, roll: -0.5640700081533775"
364,17,"(44, 48),(156, 31),(187, 109),(75, 142)","dist: 1.7414330733320855, yaw: 152.95871829685677, pitch: -15.492215047333046, roll: -15.905806204497765"
365,15,"(483, 182),(660, 179),(660, 355),(486, 355)","dist: 1.1325535758407337, yaw: -178.45381793861088, pitch: -0.48769177917801754, roll: -0.6847680975963918"
366,15,"(484, 179),(662, 177),(660, 353),(486, 353)","dist: 1.1275234257614721, yaw: -177.3014955010241, pitch: -1.0085402128033916, roll: -0.5147172343734584"
367,15,"(484, 176),(662, 174),(661, 350),(486, 351)","dist: 1.1237578218839834, yaw: -177.6422054759006, pitch: -1.3218330668271527, roll: -0.6348336556773455"
367,17,"(46, 40),(159, 23),(190, 103),(81, 137)","dist: 1.7505405452887461, yaw: 156.16028954544046, pitch: -16.39979159322559, roll: -16.5163354409052"
368,15,"(484, 177),(662, 175),(661, 351),(486, 351)","dist: 1.1279408466756748, yaw: -177.9563420946684, pitch: -0.4127050189836029, roll: -0.5049777813274806"
369,15,"(484, 176),(662, 174),(661, 351),(486, 351)","dist: 1.1222581418718771, yaw: -178.20028488712623, pitch: -1.4176881058525226, roll: -0.4766394106321601"
369,17,"(45, 41),(159, 24),(190, 103),(81, 138)","dist: 1.7412308825863325, yaw: 155.51069575595048, pitch: -16.532869058197853, roll: -16.72466190488323"
370,15,"(486, 177),(665, 176),(664, 353),(489, 354)","dist: 1.1158478717588058, yaw: -178.50513048262178, pitch: -2.420132794644014, roll: -0.5142931236299458"
370,17,"(46, 45),(160, 27),(191, 106),(79, 139)","dist: 1.723254741370423, yaw: 152.98142782921155, pitch: -15.677907214612496, roll: -16.126558118039032"
371,15,"(486, 178),(665, 175),(665, 353),(489, 354)","dist: 1.1167990075476937, yaw: -178.1951216648756, pitch: -1.4678850750614076, roll: -0.7994221764109207"
372,15,"(487, 177),(666, 175),(666, 353),(490, 354)","dist: 1.1139305685922891, yaw: -178.76219857372115, pitch: -2.171990622127562, roll: -0.6373084608570981"
373,15,"(488, 177),(669, 174),(669, 353),(492, 354)","dist: 1.111507155656634, yaw: -178.27249565513463, pitch: -0.9496941325933593, roll: -0.8665580051671539"
373,17,"(48, 43),(163, 27),(194, 104),(80, 139)","dist: 1.700523598166114, yaw: 151.92296690643997, pitch: -15.316215480422409, roll: -15.85867655646041"
374,15,"(490, 178),(671, 175),(671, 354),(494, 355)","dist: 1.1121541789753664, yaw: -178.27937561700904, pitch: -0.9800140983413685, roll: -0.8668617011134309"
375,15,"(493, 182),(675, 178),(675, 357),(497, 359)","dist: 1.1113628227832095, yaw: -177.1294343567233, pitch: -0.2773388309864519, roll: -1.181571481013876"
376,15,"(494, 181),(675, 177),(676, 356),(498, 358)","dist: 1.1127745282378732, yaw: -178.0095903335401, pitch: -0.6618350318719494, roll: -1.1458177626200747"
376,17,"(52, 50),(168, 33),(197, 109),(86, 144)","dist: 1.711429701181909, yaw: 151.3326655500977, pitch: -15.183860944113727, roll: -16.079863259522032"
377,15,"(496, 177),(677, 174),(678, 354),(499, 356)","dist: 1.1041503200707743, yaw: -178.55171345308318, pitch: -1.8889998348335786, roll: -0.9072789854559711"
377,17,"(53, 47),(167, 28),(199, 104),(88, 142)","dist: 1.7136543224802632, yaw: 152.4848216844013, pitch: -14.759960882325917, roll: -17.38837269112225"
378,15,"(496, 175),(678, 172),(678, 352),(500, 354)","dist: 1.1040270045918064, yaw: -178.05294000508758, pitch: -1.8784372227265944, roll: -0.9843559175371089"
378,17,"(55, 43),(170, 28),(198, 105),(89, 141)","dist: 1.7346541949871286, yaw: 154.23540855540608, pitch: -14.92452017452203, roll: -15.935591838241994"
379,15,"(496, 175),(679, 171),(680, 352),(501, 353)","dist: 1.106011952762765, yaw: -178.67927365311064, pitch: -0.25879735858909, roll: -1.050064880483157"
379,17,"(55, 43),(170, 27),(199, 104),(89, 140)","dist: 1.7247623734496837, yaw: 153.5427536176631, pitch: -14.880298339901342, roll: -16.15532485117345"
380,15,"(501, 175),(684, 171),(684, 352),(505, 354)","dist: 1.102677570890262, yaw: -177.5627180238948, pitch: -1.301654132495108, roll: -1.1363052974776924"
380,17,"(58, 43),(173, 27),(200, 107),(92, 140)","dist: 1.7449417668214449, yaw: 155.36072427472914, pitch: -15.00104652208758, roll: -15.516288261080595"
381,15,"(504, 175),(686, 171),(687, 353),(508, 354)","dist: 1.1028171430217204, yaw: -178.8317094120277, pitch: -1.848340245587896, roll: -0.9483592635316442"
382,15,"(505, 175),(689, 172),(688, 353),(508, 353)","dist: 1.1074615200081888, yaw: -177.67347075009803, pitch: 0.4217235531135742, roll: -0.714531358833273"
383,15,"(510, 172),(695, 170),(691, 354),(511, 351)","dist: 1.098748679333606, yaw: -177.42789370493557, pitch: -0.5633250022032504, roll: -0.05444900252284128"
383,17,"(63, 41),(179, 26),(209, 103),(97, 138)","dist: 1.6974135792370169, yaw: 152.4345788685145, pitch: -15.556441500186205, roll: -15.628731327032517"
384,15,"(512, 169),(697, 168),(693, 352),(513, 348)","dist: 1.100267392829638, yaw: -178.2907457377737, pitch: -0.4439925628538417, roll: 0.22736729249890533"
385,15,"(509, 165),(693, 160),(690, 346),(511, 343)","dist: 1.0980936951105587, yaw: -177.32327370336716, pitch: -1.1556857703648142, roll: -0.47467336150899947"
385,17,"(61, 34),(176, 22),(204, 100),(97, 137)","dist: 1.7442668165400035, yaw: 157.58886611976718, pitch: -16.30600308341779, roll: -15.795144837790355"
386,15,"(508, 164),(691, 158),(689, 344),(512, 341)","dist: 1.1026369122866555, yaw: -177.9843460214943, pitch: -1.6882990644922187, roll: -0.6975337638268578"
387,15,"(512, 166),(691, 159),(687, 349),(516, 341)","dist: 1.09866717639107, yaw: 179.77728000885222, pitch: 38.37335279348839, roll: -0.14707029756567233"
388,15,"(515, 170),(691, 164),(687, 353),(519, 344)","dist: 1.1056457276140572, yaw: -179.9427504014033, pitch: 40.02241445109503, roll: 0.004875970960014967"
389,15,"(518, 172),(689, 165),(687, 356),(524, 345)","dist: 1.102014795112129, yaw: -178.8387843960862, pitch: 44.09166970713094, roll: -0.014382143079954593"
390,15,"(525, 171),(689, 161),(688, 354),(531, 342)","dist: 1.1021311204102406, yaw: -179.57938392988171, pitch: 48.48593321840033, roll: -0.4760127023951857"
391,15,"(525, 170),(687, 163),(684, 355),(532, 341)","dist: 1.1051170768582363, yaw: -177.72437588641517, pitch: 49.990592180327916, roll: 0.7761925754577652"
392,15,"(525, 171),(685, 163),(681, 357),(533, 341)","dist: 1.1005036822924112, yaw: -177.46959177642555, pitch: 51.85156838142872, roll: 1.0148244191214184"
393,15,"(526, 173),(680, 166),(677, 361),(534, 344)","dist: 1.09489185583826, yaw: -177.09363273252154, pitch: 54.76002206918841, roll: 1.2507267869784813"
394,15,"(528, 172),(679, 165),(676, 360),(536, 342)","dist: 1.0974409121068454, yaw: -176.5751180855867, pitch: 56.06383577035295, roll: 1.6541235330246942"
395,15,"(528, 172),(678, 164),(675, 360),(537, 342)","dist: 1.094279370796587, yaw: -176.76453673219544, pitch: 56.934835430315665, roll: 1.424328084068062"
396,15,"(530, 171),(677, 163),(675, 359),(540, 341)","dist: 1.094686059812756, yaw: -176.25978553406682, pitch: 58.34189645924114, roll: 1.5386684362358225"
397,15,"(534, 173),(680, 165),(676, 361),(545, 341)","dist: 1.100557939215452, yaw: -175.74899088447205, pitch: 59.42158993221965, roll: 2.1288670155610614"
398,15,"(538, 172),(679, 166),(675, 362),(549, 341)","dist: 1.0988084882121294, yaw: -174.5400508800426, pitch: 61.74057925419536, roll: 3.176728835946653"
399,15,"(539, 172),(675, 165),(674, 362),(550, 341)","dist: 1.0953411310041943, yaw: -174.45509292781858, pitch: 63.31428793003484, roll: 2.880838569946867"
400,15,"(541, 171),(673, 164),(671, 361),(551, 339)","dist: 1.0979516998609844, yaw: -174.14509557675424, pitch: 64.75273589848007, roll: 3.529181983058728"
401,15,"(541, 172),(671, 164),(670, 361),(552, 339)","dist: 1.1002372977585804, yaw: -174.23012349425065, pitch: 65.42082836329696, roll: 3.202660498803148"
402,15,"(543, 171),(667, 161),(667, 359),(555, 337)","dist: 1.0996657831949446, yaw: -174.42003546195843, pitch: 67.75719573330856, roll: 2.9031447820733898"
403,15,"(545, 175),(668, 165),(669, 361),(557, 340)","dist: 1.1098076097793013, yaw: -175.28163088143347, pitch: 67.69592010358888, roll: 2.023016367018153"
404,15,"(548, 175),(668, 166),(668, 364),(560, 341)","dist: 1.101098805065198, yaw: -174.1143299958231, pitch: 69.45079200986899, roll: 3.2803135034029647"
405,15,"(554, 179),(668, 172),(669, 368),(566, 345)","dist: 1.1094064901123293, yaw: -173.48910167636083, pitch: 71.42527308171496, roll: 3.78032292966317"
406,15,"(555, 180),(668, 171),(670, 368),(567, 344)","dist: 1.1110072320361448, yaw: -173.82439895669316, pitch: 71.63692187259744, roll: 3.335089803875796"
407,15,"(555, 181),(667, 172),(669, 369),(568, 345)","dist: 1.1110171539908384, yaw: -173.78843733719017, pitch: 72.16764542802326, roll: 3.261996197763414"
408,15,"(557, 180),(667, 172),(669, 368),(569, 346)","dist: 1.1105508686008885, yaw: -174.51613525112674, pitch: 72.78380607683718, roll: 2.8182343395112617"
409,15,"(557, 180),(666, 172),(668, 369),(570, 346)","dist: 1.1068154298052095, yaw: -173.71661842623078, pitch: 73.42333858936388, roll: 3.4198635875715118"
410,15,"(556, 181),(668, 174),(670, 370),(568, 347)","dist: 1.110028091783472, yaw: -173.6847527514515, pitch: 72.06144491286312, roll: 3.495529823559975"
411,15,"(553, 186),(674, 179),(676, 375),(566, 351)","dist: 1.1121547244135415, yaw: -174.02247194457172, pitch: 68.97422675106164, roll: 2.856676619196705"
412,15,"(548, 189),(687, 185),(687, 378),(560, 355)","dist: 1.1192890014817292, yaw: -174.11416142096283, pitch: 61.876660957842255, roll: 2.710099613004309"
413,15,"(539, 188),(691, 183),(692, 375),(551, 355)","dist: 1.1177508991609015, yaw: -174.9221383031266, pitch: 55.66438330462588, roll: 1.4798932966665093"
413,17,"(75, 58),(187, 40),(216, 118),(109, 155)","dist: 1.749164979856731, yaw: 154.96617854078443, pitch: -13.505501388337336, roll: -16.6604114590074"
414,15,"(527, 187),(695, 182),(696, 371),(536, 357)","dist: 1.1182011820391633, yaw: -176.77715464414166, pitch: 45.597027427548674, roll: 0.17159529200835769"
415,15,"(522, 191),(701, 186),(701, 372),(530, 362)","dist: 1.125788561630416, yaw: -177.77890981239935, pitch: 36.63096897805563, roll: -0.44002511412783857"
415,17,"(942, 418),(931, 410),(923, 395),(946, 416)","dist: 11.378599551214778, yaw: 81.92486497818484, pitch: -45.80086172663846, roll: -122.22609667696906"
416,15,"(520, 192),(703, 186),(703, 370),(527, 367)","dist: 1.1209322416737235, yaw: -179.3176346273578, pitch: -0.1950129097817443, roll: -0.8928184861811684"
417,15,"(518, 195),(703, 186),(703, 369),(526, 369)","dist: 1.122128071176776, yaw: -176.33920779672448, pitch: 1.9696620883913678, roll: -1.8682525171844326"
417,17,"(66, 64),(173, 40),(211, 121),(106, 159)","dist: 1.7716714772895177, yaw: 158.73888936626724, pitch: -17.023247168895686, roll: -19.68880700571347"
418,15,"(518, 192),(702, 181),(705, 361),(527, 369)","dist: 1.1121720244697209, yaw: -174.75394189380796, pitch: -0.7225572533712309, roll: -3.2482243926432246"
419,15,"(521, 189),(705, 178),(708, 358),(531, 368)","dist: 1.1063109162875027, yaw: -174.75212709697266, pitch: -2.4387167185373095, roll: -3.5302276038435583"
