Frame ID,QR id,QR 2D,QR 3D
149,15,"(513, 65),(565, 68),(590, 192),(537, 206)","dist: 1.469373149793149, yaw: -178.1558048586538, pitch: -54.09293904489275, roll: -12.335959892110116"
150,15,"(515, 66),(565, 67),(591, 192),(539, 208)","dist: 1.4592858944259675, yaw: -176.55421915859608, pitch: -54.644856352692706, roll: -13.997106843489448"
150,17,"(59, 123),(156, 104),(184, 167),(91, 205)","dist: 1.9973298796424481, yaw: 150.5872598214366, pitch: -14.894242835094476, roll: -18.93705752953689"
150,17,"(877, 595),(889, 593),(888, 596),(877, 597)","dist: 22.48143613861356, yaw: -125.964898741124, pitch: 15.882908894406466, roll: -15.68658064011892"
151,15,"(518, 66),(566, 65),(594, 190),(544, 208)","dist: 1.4566946056156842, yaw: -175.5037998446724, pitch: -55.173190761732606, roll: -15.846828342602988"
152,15,"(521, 65),(570, 65),(597, 189),(547, 207)","dist: 1.4633987727749724, yaw: -175.84863880217063, pitch: -54.802182971817516, roll: -15.357599294413017"
153,15,"(524, 63),(573, 64),(600, 187),(549, 204)","dist: 1.476332206142177, yaw: -176.5104481929181, pitch: -54.388374135555175, roll: -14.590884882681372"
153,17,"(63, 117),(162, 101),(188, 164),(77, 187)","dist: 1.8609728076058683, yaw: 138.1687299301155, pitch: -13.534842675190285, roll: -12.564800746078896"
154,15,"(524, 61),(574, 63),(602, 186),(551, 202)","dist: 1.473050684455226, yaw: -177.89201538706737, pitch: -54.270584409998996, roll: -13.89119971986449"
155,15,"(525, 61),(575, 63),(603, 186),(553, 203)","dist: 1.466516179126002, yaw: -177.6168133359538, pitch: -54.489858108518405, roll: -14.327681511249429"
155,17,"(63, 116),(153, 93),(188, 161),(96, 199)","dist: 2.049189196187768, yaw: 157.34993995427283, pitch: -15.545548958180689, roll: -21.033902951599334"
156,15,"(523, 63),(574, 64),(604, 187),(552, 205)","dist: 1.4622818623579037, yaw: -177.92453600536575, pitch: -53.85663318167563, roll: -14.62249951441418"
157,15,"(522, 63),(573, 63),(603, 187),(551, 206)","dist: 1.4520527535665868, yaw: -177.06131512217027, pitch: -53.94030177699194, roll: -15.361183555987596"
158,15,"(520, 67),(571, 65),(602, 190),(550, 209)","dist: 1.4497077028822731, yaw: -176.94688983776814, pitch: -53.9274215821207, roll: -15.865944058474232"
159,15,"(518, 70),(571, 68),(601, 192),(547, 212)","dist: 1.455209087143184, yaw: -176.81704994577305, pitch: -53.041470447972394, roll: -15.602396016647715"
160,15,"(517, 71),(570, 69),(599, 194),(546, 213)","dist: 1.4511053358278265, yaw: -176.85457096255516, pitch: -53.42493318755624, roll: -15.329624282574452"
161,15,"(516, 75),(570, 76),(599, 199),(544, 217)","dist: 1.459253316846377, yaw: -178.83685767056747, pitch: -52.96145840141496, roll: -13.299241913333534"
162,15,"(515, 77),(569, 78),(598, 202),(543, 219)","dist: 1.4537740078160915, yaw: -179.27801178740623, pitch: -53.14578692754379, roll: -12.8329303462957"
163,15,"(517, 78),(570, 78),(600, 202),(545, 220)","dist: 1.453614233218688, yaw: -178.75518265539554, pitch: -53.19813812148966, roll: -13.524931335301398"
164,15,"(519, 78),(572, 79),(601, 203),(546, 220)","dist: 1.4561469448883224, yaw: -179.11571943041122, pitch: -53.20336353662951, roll: -12.774807756606505"
165,15,"(518, 76),(571, 76),(601, 200),(546, 217)","dist: 1.4600101259005878, yaw: -179.03124452994786, pitch: -53.07889530539309, roll: -13.314174720746951"
166,15,"(519, 75),(573, 76),(601, 200),(546, 217)","dist: 1.4578615127353929, yaw: -178.77710451000297, pitch: -52.932128797271886, roll: -12.906344439759343"
167,15,"(519, 77),(576, 75),(604, 200),(547, 218)","dist: 1.4584392011572571, yaw: -178.10009250462994, pitch: -51.571436403486324, roll: -13.745583017970766"
168,15,"(516, 75),(578, 73),(607, 198),(544, 217)","dist: 1.451166350359774, yaw: -178.7931865697312, pitch: -49.27773664815711, roll: -13.234573751198846"
168,17,"(61, 117),(160, 96),(186, 162),(91, 198)","dist: 1.9658872748177925, yaw: 149.8744359041756, pitch: -12.753000720192512, roll: -18.394860046130628"
169,15,"(507, 75),(585, 71),(610, 199),(530, 218)","dist: 1.438669952401895, yaw: -178.53463468615038, pitch: -42.09174365037324, roll: -11.40660699132754"
170,15,"(505, 75),(586, 71),(611, 200),(527, 218)","dist: 1.4341709137541843, yaw: -179.1024998281595, pitch: -40.60522915815086, roll: -10.671692196272991"
170,17,"(65, 114),(163, 93),(189, 160),(96, 197)","dist: 1.988613807833257, yaw: 152.406883278901, pitch: -12.206826042101389, roll: -18.809819740715934"
171,15,"(498, 77),(593, 72),(615, 201),(519, 220)","dist: 1.4346673952715792, yaw: -179.40614322892424, pitch: -34.02168017915608, roll: -9.57435909134848"
171,37,"(182, 176),(189, 167),(196, 167),(186, 178)","dist: 14.298167018095658, yaw: 119.19986181827123, pitch: -14.391195521101764, roll: -51.81151528555984"
172,15,"(493, 77),(594, 71),(616, 202),(514, 220)","dist: 1.4234756148642593, yaw: 179.86080495526107, pitch: -31.212351435541482, roll: -8.959795034111034"
173,15,"(484, 79),(598, 71),(617, 202),(502, 221)","dist: 1.4304544206587728, yaw: -179.49444685580147, pitch: -23.021846161308723, roll: -8.202474960131955"
173,17,"(888, 593),(899, 591),(899, 594),(887, 595)","dist: 22.66365514716691, yaw: 75.87975019216418, pitch: 28.69916449280303, roll: -22.11527954403309"
174,15,"(480, 80),(597, 70),(616, 202),(497, 221)","dist: 1.4313923799046102, yaw: -179.06784035219832, pitch: -20.441748095795695, roll: -8.240259215529536"
175,15,"(470, 80),(596, 71),(611, 204),(485, 220)","dist: 1.4309809144544965, yaw: -179.74161352573807, pitch: -14.437477463670186, roll: -6.570237741400969"
176,15,"(464, 77),(595, 71),(605, 206),(474, 216)","dist: 1.42847609733913, yaw: 179.5290905179354, pitch: -10.137289782203187, roll: -4.170982262606247"
177,15,"(460, 76),(593, 69),(602, 203),(470, 213)","dist: 1.4437179161639278, yaw: 179.79428901347066, pitch: -6.795250316812842, roll: -4.0990258511211275"
178,15,"(458, 75),(592, 68),(599, 202),(467, 210)","dist: 1.456384989257321, yaw: -179.93125129532663, pitch: -4.4885542516341665, roll: -3.5267820173430184"
179,15,"(458, 74),(591, 68),(598, 202),(467, 210)","dist: 1.4507352092592776, yaw: -179.96389520021737, pitch: -6.602949354440739, roll: -3.519111307084933"
180,15,"(461, 70),(593, 64),(597, 198),(467, 203)","dist: 1.4763070597502812, yaw: -178.3301516917225, pitch: -4.694430654984926, roll: -2.7511384140125585"
181,15,"(464, 72),(595, 66),(599, 199),(470, 204)","dist: 1.4878452494367698, yaw: -178.3425041296875, pitch: -4.742912823505341, roll: -2.767795644232432"
182,15,"(448, 84),(576, 77),(582, 206),(456, 213)","dist: 1.5164090531072623, yaw: -178.93980610377903, pitch: -4.729354788603594, roll: -3.480300932154692"
183,15,"(442, 87),(568, 79),(574, 206),(450, 213)","dist: 1.545706109433175, yaw: -178.26212963686632, pitch: -3.4884008128262414, roll: -3.6659775970241255"
184,15,"(443, 104),(566, 97),(573, 221),(452, 229)","dist: 1.5625506832364036, yaw: -179.41951157324633, pitch: -6.147879357944845, roll: -3.887170034845804"
185,15,"(464, 114),(582, 106),(590, 227),(473, 235)","dist: 1.6139420223057444, yaw: -179.5140199676862, pitch: -7.26180027228928, roll: -4.240842549425635"
186,15,"(498, 107),(616, 99),(622, 217),(507, 225)","dist: 1.670833307583881, yaw: -178.36083402619698, pitch: -4.3271736331261375, roll: -4.17951498191922"
186,17,"(138, 140),(225, 120),(248, 184),(164, 213)","dist: 2.1782410204729636, yaw: 151.04859148195425, pitch: -10.151396809336312, roll: -17.10753099479985"
187,15,"(520, 75),(635, 69),(637, 184),(524, 189)","dist: 1.7468580277752035, yaw: -176.3304279221044, pitch: -1.8466090646971558, roll: -2.765571568014922"
187,17,"(169, 105),(252, 87),(273, 150),(195, 179)","dist: 2.3030713760983663, yaw: -141.38166657906524, pitch: -0.8879620417007617, roll: -16.58820481676183"
188,15,"(512, 70),(624, 65),(627, 177),(517, 183)","dist: 1.7710113162124894, yaw: -177.44436417050503, pitch: -4.045302147975015, roll: -3.063192182880395"
188,17,"(168, 99),(250, 80),(271, 145),(192, 172)","dist: 2.3126101095354272, yaw: -141.52822249442295, pitch: -1.68607364878984, roll: -16.355055276377804"
189,15,"(517, 74),(627, 69),(630, 180),(521, 185)","dist: 1.7970842078468474, yaw: -177.6612364939581, pitch: -3.8712793328889585, roll: -2.788259447538525"
189,17,"(176, 102),(257, 84),(277, 147),(199, 174)","dist: 2.3403160249101567, yaw: -140.8361951243886, pitch: -1.7549241127776603, roll: -16.201715048129394"
190,15,"(522, 77),(630, 72),(633, 181),(526, 186)","dist: 1.8313074454139222, yaw: -177.63439538213777, pitch: -3.949439670421869, roll: -2.8391301879208792"
191,15,"(528, 86),(633, 80),(637, 188),(532, 193)","dist: 1.8581450273314293, yaw: -177.50969673222477, pitch: -5.288807141925079, roll: -3.24971372985916"
192,15,"(511, 101),(611, 95),(615, 197),(516, 203)","dist: 1.9423783985481466, yaw: -176.9301089700263, pitch: -5.836493499670625, roll: -3.7486540954830585"
192,17,"(175, 127),(252, 110),(270, 170),(199, 197)","dist: 2.5004012400632956, yaw: 158.7193860228945, pitch: -6.269234822166118, roll: -17.128007298915"
193,15,"(499, 107),(598, 101),(602, 199),(504, 205)","dist: 2.011429294181075, yaw: -177.4061410085013, pitch: -0.47580012326125715, roll: -3.3917604835598154"
193,17,"(164, 131),(239, 112),(260, 170),(186, 199)","dist: 2.4659961125509273, yaw: 154.5030911195759, pitch: -5.396241302941656, roll: -18.432708590671844"
194,15,"(473, 110),(567, 106),(571, 201),(476, 207)","dist: 2.0382544646276743, yaw: -177.04985250590846, pitch: -5.009625712972186, roll: -3.1732291421312673"
194,17,"(137, 132),(215, 114),(234, 170),(164, 200)","dist: 2.501278873907326, yaw: 155.49215025285636, pitch: -8.86543115454253, roll: -18.9865851138735"
195,15,"(454, 129),(547, 125),(550, 219),(458, 223)","dist: 2.069710434643703, yaw: -178.09828290582152, pitch: -4.9413607563761355, roll: -2.7060015915755806"
196,15,"(455, 142),(546, 138),(551, 229),(459, 234)","dist: 2.11662416977223, yaw: 179.20910876352767, pitch: -2.312920039817025, roll: -2.7786128654843063"
196,17,"(132, 159),(207, 144),(223, 202),(155, 227)","dist: 2.6182738303492283, yaw: -147.64697525634176, pitch: -6.355300953584707, roll: -16.506645916541792"
197,15,"(461, 145),(550, 141),(556, 233),(466, 238)","dist: 2.0959428782986724, yaw: 178.93632651492524, pitch: -8.640304961918714, roll: -3.1373959575353383"
197,17,"(140, 168),(212, 148),(233, 204),(163, 232)","dist: 2.589482620558143, yaw: 154.20855715685497, pitch: -7.860255803646221, roll: -19.384814516500438"
198,15,"(464, 136),(553, 132),(558, 222),(468, 227)","dist: 2.146730033686461, yaw: 179.91027158945877, pitch: -4.539129153439392, roll: -2.9659588836043462"
199,15,"(457, 135),(545, 131),(549, 220),(462, 225)","dist: 2.1692754238200114, yaw: -178.9521093782586, pitch: -6.667127501752402, roll: -3.2462897707018312"
199,17,"(148, 156),(216, 135),(241, 191),(175, 221)","dist: 2.690594951070309, yaw: 162.2852527773845, pitch: -10.193058886427666, roll: -21.796079775747693"
200,15,"(453, 132),(543, 127),(546, 215),(458, 220)","dist: 2.206649511769315, yaw: -175.98442106651464, pitch: 2.0159116078713875, roll: -3.14884012904134"
201,15,"(434, 125),(521, 121),(525, 208),(439, 213)","dist: 2.2100732780600145, yaw: -179.12233369829383, pitch: -4.6653636277669355, roll: -3.2200445586003195"
202,15,"(433, 126),(520, 121),(524, 209),(438, 214)","dist: 2.201494064881613, yaw: -177.63585371046355, pitch: -5.162135601031601, roll: -3.5800008326252657"
203,15,"(431, 131),(518, 126),(522, 212),(436, 217)","dist: 2.2470058165962152, yaw: -178.474160125271, pitch: 0.49127781639823054, roll: -3.252998228132282"
204,15,"(430, 132),(515, 128),(520, 215),(435, 220)","dist: 2.2061785536689946, yaw: -179.7850659446793, pitch: -8.23684794830932, roll: -3.422607219924497"
204,17,"(130, 148),(203, 135),(220, 189),(153, 214)","dist: 2.6834412622744503, yaw: 157.15891279860995, pitch: -11.94448984191794, roll: -16.351025020593568"
205,15,"(426, 139),(511, 135),(515, 220),(431, 225)","dist: 2.2549776574153944, yaw: -179.04058036979953, pitch: -4.864157973685808, roll: -3.272210028636187"
206,15,"(419, 140),(503, 135),(508, 218),(425, 224)","dist: 2.301800496823525, yaw: -179.62452991251698, pitch: -2.240974602713982, roll: -3.8608379358213636"
207,15,"(415, 144),(499, 139),(504, 222),(421, 227)","dist: 2.309216521116669, yaw: 178.1761739791241, pitch: -0.7728394432935527, roll: -3.4841238305877154"
207,17,"(114, 160),(183, 146),(204, 200),(137, 226)","dist: 2.7459394135973274, yaw: 160.2552723643256, pitch: -14.51796111104258, roll: -17.76085443165092"
208,15,"(415, 145),(498, 141),(503, 224),(420, 229)","dist: 2.298064238513351, yaw: 178.7581709209444, pitch: -4.082475363020367, roll: -3.229835284452093"
208,17,"(114, 163),(182, 146),(204, 201),(136, 227)","dist: 2.7375064902715707, yaw: 158.98138322582778, pitch: -11.73069616558171, roll: -18.727586539109534"
209,15,"(422, 154),(504, 151),(508, 234),(427, 238)","dist: 2.301428820847314, yaw: 178.91760973321638, pitch: -7.9703010796879505, roll: -2.7764135470408347"
209,17,"(125, 171),(192, 154),(213, 208),(146, 234)","dist: 2.768211957811492, yaw: 157.79782043862167, pitch: -10.007148849495724, roll: -18.679258682747648"
210,15,"(422, 155),(504, 151),(508, 233),(426, 237)","dist: 2.3466106288647395, yaw: 179.7927061387449, pitch: -1.4963503691438838, roll: -2.8038337614936277"
211,15,"(415, 160),(497, 157),(500, 239),(419, 243)","dist: 2.329295110806726, yaw: -179.00365867277745, pitch: -5.188747671627898, roll: -2.648039171923111"
212,15,"(409, 163),(491, 159),(495, 241),(414, 245)","dist: 2.3393396158407667, yaw: 179.34260594895676, pitch: -3.5657940352026736, roll: -2.967208967432366"
213,15,"(405, 164),(487, 160),(491, 242),(409, 246)","dist: 2.3393009090175925, yaw: 179.8703364677545, pitch: -1.331011991945294, roll: -2.8032282892993967"
214,15,"(402, 174),(483, 170),(487, 253),(406, 256)","dist: 2.326331900321068, yaw: 179.28915532850255, pitch: -5.9729661470912765, roll: -2.607528683625798"
215,15,"(398, 175),(480, 170),(485, 252),(403, 256)","dist: 2.346349023334705, yaw: 177.40269287088887, pitch: 1.2881842756098096, roll: -3.1821283636657545"
216,15,"(398, 179),(480, 175),(484, 257),(403, 261)","dist: 2.334741875027435, yaw: 179.3322459382074, pitch: -3.5271593119306206, roll: -2.942575352441227"
217,15,"(399, 179),(481, 175),(485, 257),(404, 261)","dist: 2.3350704937367586, yaw: 179.33012393913694, pitch: -3.52353233615676, roll: -2.941944283313073"
217,17,"(109, 193),(176, 176),(199, 228),(130, 255)","dist: 2.7341548947996244, yaw: 153.7421092188894, pitch: -12.823620933488373, roll: -18.913089680208984"
218,15,"(402, 175),(484, 171),(488, 253),(407, 257)","dist: 2.3361934417501145, yaw: 179.3347801619994, pitch: -3.535486126591771, roll: -2.9481218692591926"
219,15,"(403, 170),(485, 167),(489, 248),(407, 252)","dist: 2.3431360811667883, yaw: 177.2035702383133, pitch: -1.1802959775236876, roll: -2.434604553656878"
220,15,"(402, 168),(484, 165),(486, 248),(406, 251)","dist: 2.313371306552047, yaw: -178.40938477454205, pitch: -7.583874560413933, roll: -2.4063933099172705"
220,17,"(111, 183),(177, 166),(200, 220),(133, 247)","dist: 2.787435570931129, yaw: 159.85853194511586, pitch: -12.543845706259384, roll: -19.320132013421517"
221,15,"(400, 167),(481, 165),(481, 249),(403, 249)","dist: 2.3133724010783165, yaw: -175.54582335548716, pitch: 25.05411105047947, roll: 0.25718735810839105"
222,15,"(401, 165),(480, 165),(479, 249),(401, 247)","dist: 2.314208939398628, yaw: -175.65528106976137, pitch: 26.95223936025133, roll: 1.8079579162565762"
223,15,"(403, 163),(478, 163),(475, 248),(404, 245)","dist: 2.3009031044279693, yaw: -175.36140236590515, pitch: 36.51587937672298, roll: 2.929790943064945"
224,15,"(405, 161),(478, 161),(474, 246),(405, 243)","dist: 2.302289979363347, yaw: -176.44653253425372, pitch: 39.14072823568804, roll: 3.217990104384987"
225,15,"(411, 152),(477, 149),(476, 235),(413, 234)","dist: 2.2926560237442395, yaw: -176.20884625087746, pitch: 47.35853835415945, roll: 2.0765891032403587"
226,15,"(413, 150),(476, 146),(475, 233),(416, 232)","dist: 2.279160343525401, yaw: -176.00454248050863, pitch: 51.32432051177788, roll: 2.0845103796704287"
227,15,"(416, 149),(475, 144),(475, 230),(420, 230)","dist: 2.3069886194717473, yaw: -176.2632093108915, pitch: 54.56120580314564, roll: 1.358977654314399"
228,15,"(421, 148),(476, 143),(475, 231),(425, 230)","dist: 2.267517332790033, yaw: -175.4607314804487, pitch: 59.54943844420887, roll: 2.5817534941132694"
229,15,"(423, 149),(476, 143),(476, 230),(427, 231)","dist: 2.2813795991315993, yaw: -177.57058790289847, pitch: 60.66330219699475, roll: 0.5792892660361804"
230,15,"(426, 150),(475, 146),(474, 234),(430, 233)","dist: 2.256205219292016, yaw: -174.32428200618688, pitch: 64.74243280322968, roll: 3.8026641798374468"
231,15,"(426, 152),(473, 147),(472, 236),(430, 234)","dist: 2.253330723909761, yaw: -174.3121612062399, pitch: 66.29831921585709, roll: 3.903486635559397"
232,17,"(103, 168),(173, 151),(193, 204),(122, 229)","dist: 2.6711351385979536, yaw: 151.32963396592163, pitch: -10.448817093888236, roll: -17.700330589711815"
232,15,"(425, 153),(472, 148),(471, 236),(432, 235)","dist: 2.26631419427567, yaw: -174.08540317756328, pitch: 67.25709984286345, roll: 3.171493648079607"
233,15,"(425, 155),(472, 151),(470, 239),(429, 237)","dist: 2.266681827624533, yaw: -174.21867042007935, pitch: 66.37230954090921, roll: 4.33690102459188"
234,17,"(103, 171),(177, 156),(194, 206),(124, 233)","dist: 2.6250385099376694, yaw: -137.50643716349242, pitch: -7.064806761460272, roll: -17.12365836658889"
234,15,"(426, 156),(472, 152),(471, 240),(430, 238)","dist: 2.26650329855679, yaw: -173.9155331827282, pitch: 66.81625377207553, roll: 4.277540686560149"
235,15,"(429, 159),(474, 154),(474, 242),(432, 240)","dist: 2.2789196361516244, yaw: -175.28681762193094, pitch: 66.84173847819616, roll: 3.058742375834228"
236,15,"(431, 158),(477, 154),(477, 241),(435, 239)","dist: 2.2942819467403677, yaw: -173.83463132772962, pitch: 66.37016348083463, roll: 3.9480980335982823"
237,17,"(106, 171),(180, 151),(203, 208),(128, 236)","dist: 2.502913961197446, yaw: 152.30849644486565, pitch: -10.400310309790529, roll: -18.927515204739603"
237,15,"(432, 159),(475, 153),(475, 238),(437, 237)","dist: 2.362467626783233, yaw: -176.15636646834741, pitch: 68.21518678946822, roll: 1.6294883512856075"
238,15,"(431, 155),(477, 150),(476, 238),(435, 236)","dist: 2.2807392450889212, yaw: -174.59982709721103, pitch: 66.97124418078369, roll: 3.6699512282505613"
239,17,"(110, 172),(178, 156),(200, 209),(131, 235)","dist: 2.7266751469181423, yaw: 155.43128621360788, pitch: -12.616252992265514, roll: -18.22918632026117"
239,15,"(432, 155),(478, 151),(477, 239),(436, 237)","dist: 2.2688537666163944, yaw: -173.66500158575448, pitch: 67.1800282093616, roll: 4.498360924297539"
240,15,"(431, 160),(477, 155),(477, 243),(435, 241)","dist: 2.2793621928011585, yaw: -175.05983623566283, pitch: 66.62993007935698, roll: 2.9140136635805365"
241,17,"(110, 180),(181, 163),(200, 216),(133, 241)","dist: 2.716218097505491, yaw: -143.16190717969945, pitch: -4.952349668303792, roll: -17.56139639248088"
241,15,"(432, 160),(479, 155),(479, 243),(437, 241)","dist: 2.2795722827182034, yaw: -174.68188554062846, pitch: 66.35135561573661, roll: 2.895344591009891"
242,15,"(431, 158),(481, 154),(484, 245),(436, 240)","dist: 2.2216564833019876, yaw: -170.12501370490992, pitch: 63.75055101843604, roll: 5.59581469448218"
243,15,"(426, 161),(482, 157),(483, 244),(432, 243)","dist: 2.279087369464404, yaw: -174.59558027696102, pitch: 58.899829374167574, roll: 1.8748151337597343"
244,15,"(425, 162),(483, 158),(483, 245),(430, 243)","dist: 2.2917393229435605, yaw: -174.81152737297404, pitch: 56.85021267166728, roll: 2.247594789779941"
245,15,"(423, 160),(488, 156),(489, 242),(427, 241)","dist: 2.306375539041439, yaw: -175.54607409525624, pitch: 48.99193205886857, roll: 1.2070360156091158"
246,15,"(422, 160),(492, 157),(492, 243),(425, 242)","dist: 2.2942901742745616, yaw: -175.90707908159402, pitch: 44.01073397831568, roll: 1.3640572915863511"
247,15,"(420, 159),(494, 158),(492, 244),(423, 241)","dist: 2.291920251021825, yaw: -173.71371699767744, pitch: 40.37683409555386, roll: 3.006222827713264"
248,15,"(419, 159),(497, 159),(495, 244),(422, 242)","dist: 2.2931367327644643, yaw: -173.41845196611817, pitch: 34.92104176637112, roll: 2.5910409359519413"
249,15,"(419, 160),(498, 160),(497, 244),(420, 243)","dist: 2.309975947209198, yaw: -175.17189184087343, pitch: 29.98909721460275, roll: 1.7679146980837912"
250,15,"(417, 161),(497, 159),(499, 243),(419, 244)","dist: 2.307531878259829, yaw: -179.9219795569115, pitch: -10.534960680316194, roll: -1.425735516407825"
251,15,"(415, 161),(498, 158),(499, 242),(418, 243)","dist: 2.3192148875695975, yaw: -175.41439620213092, pitch: 20.123152858194103, roll: -0.5105785182314905"
252,15,"(415, 157),(498, 156),(499, 239),(417, 241)","dist: 2.3033944090404663, yaw: -179.02296614891674, pitch: -5.138504802376089, roll: -1.2478292024867814"
252,17,"(113, 176),(184, 160),(204, 210),(137, 239)","dist: 2.6932391482559286, yaw: 152.60944803805177, pitch: -12.066976591976655, roll: -19.13196657076581"
253,15,"(414, 157),(497, 156),(499, 239),(418, 241)","dist: 2.295577823172252, yaw: 177.733604390031, pitch: -7.34190470027575, roll: -1.3978661756921902"
254,15,"(414, 157),(496, 156),(499, 239),(417, 240)","dist: 2.303034509807085, yaw: 175.4658028102703, pitch: -6.393744248621051, roll: -0.9479846753043065"
254,17,"(111, 176),(184, 161),(203, 210),(136, 239)","dist: 2.665236811807795, yaw: -140.36779165223794, pitch: -4.239212295190252, roll: -18.053707438877115"
255,15,"(416, 156),(496, 157),(499, 239),(420, 241)","dist: 2.28811290722654, yaw: 175.8944260880935, pitch: -13.407289801051222, roll: -0.9037310366772819"
256,15,"(416, 155),(494, 155),(498, 237),(420, 240)","dist: 2.293738928805061, yaw: 177.3098551585977, pitch: -15.622851848894719, roll: -1.702737022293923"
257,15,"(418, 155),(494, 155),(499, 237),(422, 239)","dist: 2.3048699750669375, yaw: 175.99035555122123, pitch: -17.36089356266508, roll: -1.4258284554414964"
258,15,"(418, 156),(491, 156),(497, 237),(423, 241)","dist: 2.3053061989016035, yaw: 177.0481848667958, pitch: -21.790903854124586, roll: -2.3710749668757507"
259,15,"(419, 155),(490, 156),(496, 237),(424, 240)","dist: 2.3034593905360587, yaw: 176.23257502160806, pitch: -24.52161274249952, roll: -1.8014524426550464"
260,15,"(423, 157),(491, 156),(499, 236),(430, 242)","dist: 2.3184446955817326, yaw: 177.70436672883258, pitch: -27.390859488349044, roll: -3.8935440742557765"
261,15,"(425, 158),(490, 156),(499, 236),(434, 243)","dist: 2.3164801866118356, yaw: 178.0796361978093, pitch: -31.21680225026907, roll: -5.022007193558069"
262,15,"(427, 159),(490, 159),(499, 238),(434, 244)","dist: 2.3307443525569345, yaw: 177.19635924012343, pitch: -31.97636677936948, roll: -3.7869051295664358"
263,15,"(431, 160),(487, 159),(498, 239),(439, 246)","dist: 2.303076179583662, yaw: 178.20613101992024, pitch: -38.915462444028876, roll: -5.225372842100502"
264,15,"(432, 161),(488, 161),(498, 239),(440, 246)","dist: 2.3445910994816535, yaw: 177.88694147216847, pitch: -38.46812830748268, roll: -4.770066337805992"
265,15,"(437, 158),(488, 160),(498, 238),(445, 244)","dist: 2.3302657098093777, yaw: 177.09004114914615, pitch: -43.28403457870449, roll: -3.971027752736251"
266,15,"(439, 160),(488, 161),(500, 239),(449, 245)","dist: 2.3383052140857816, yaw: 176.13724569569757, pitch: -44.719617399726026, roll: -4.558602554840424"
267,15,"(443, 160),(489, 161),(500, 240),(452, 246)","dist: 2.3177372139726553, yaw: 177.55043365145966, pitch: -47.48676221481388, roll: -4.857818739115986"
268,15,"(446, 158),(489, 157),(503, 236),(457, 244)","dist: 2.311709680260161, yaw: 178.58682659717914, pitch: -49.28063038237659, roll: -7.395117220250797"
269,17,"(115, 177),(181, 161),(202, 215),(137, 241)","dist: 2.839087560736711, yaw: 161.8381184911691, pitch: -12.145657917082982, roll: -18.75100384838576"
269,15,"(446, 157),(488, 155),(502, 234),(457, 242)","dist: 2.327183793737686, yaw: 179.4483028418931, pitch: -49.779931574122024, roll: -8.187989809652649"
270,15,"(449, 154),(488, 153),(503, 232),(461, 239)","dist: 2.3233817090053512, yaw: 178.23102570428134, pitch: -52.169831509186785, roll: -7.772133876724244"
271,15,"(448, 147),(485, 146),(500, 225),(460, 232)","dist: 2.3244937470919833, yaw: 179.2551393958489, pitch: -53.72337741230102, roll: -8.681538027278615"
272,17,"(106, 167),(178, 153),(195, 205),(127, 230)","dist: 2.7053612617724543, yaw: -141.88969769494844, pitch: -6.42179234771531, roll: -16.413290475406534"
272,15,"(445, 145),(482, 144),(497, 223),(458, 230)","dist: 2.3212358593528206, yaw: 179.21332004502995, pitch: -54.2498319149177, roll: -8.989142444397846"
273,15,"(441, 143),(479, 143),(494, 222),(455, 230)","dist: 2.2884162878915086, yaw: 179.04345030807704, pitch: -54.4475002193726, roll: -9.061843549902665"
274,15,"(439, 144),(475, 143),(491, 222),(452, 230)","dist: 2.3027692145542833, yaw: 179.8561243788669, pitch: -55.06776036409406, roll: -9.839995455635039"
275,15,"(437, 144),(474, 144),(488, 223),(450, 230)","dist: 2.3056734271277386, yaw: 179.29335065618244, pitch: -55.249231375834135, roll: -8.67162772380085"
276,15,"(436, 144),(472, 144),(488, 223),(448, 230)","dist: 2.3030489031542967, yaw: 178.80639949735743, pitch: -54.95799881948449, roll: -8.54962869851945"
277,15,"(436, 145),(472, 145),(487, 224),(448, 231)","dist: 2.305277088040594, yaw: 179.2160139359761, pitch: -55.32313733240858, roll: -8.586067022353378"
278,17,"(95, 166),(166, 152),(184, 206),(118, 231)","dist: 2.7666344475575615, yaw: -147.37206306044655, pitch: -6.147767419386078, roll: -16.830423663607338"
278,15,"(435, 145),(472, 145),(487, 224),(448, 231)","dist: 2.302289985853632, yaw: 178.7423795209621, pitch: -54.99991550142313, roll: -8.50411025528158"
279,17,"(95, 164),(165, 150),(183, 204),(116, 228)","dist: 2.774311262184989, yaw: 157.9087677444321, pitch: -12.737389330130254, roll: -16.76377142330425"
279,15,"(433, 142),(471, 143),(486, 221),(447, 228)","dist: 2.3109469735843335, yaw: 177.77886926941332, pitch: -54.6237973458903, roll: -8.046666579677215"
280,17,"(95, 164),(168, 151),(187, 200),(115, 227)","dist: 2.6172959193760525, yaw: 148.42554393501752, pitch: -12.693868373116459, roll: -16.75072148729427"
280,15,"(434, 142),(472, 144),(488, 223),(448, 229)","dist: 2.280048464681055, yaw: 176.10170573818385, pitch: -54.68306919372194, roll: -6.73830736607741"
281,15,"(435, 142),(471, 143),(487, 222),(446, 227)","dist: 2.31776989568258, yaw: 177.17851275862336, pitch: -54.58232982836125, roll: -6.806214782408598"
282,15,"(434, 144),(474, 144),(488, 223),(446, 230)","dist: 2.306550702381444, yaw: 178.89241080393808, pitch: -52.674338072575544, roll: -7.992725590822232"
