Frame,Marker ID,2D Coordinates,Distance,Yaw,Pitch,Roll
294,1,"[[[543.0, 173.0], [610.0, 171.0], [612.0, 233.0], [544.0, 233.0]]]",1.950783328298583,163.21979767637671,4.788553242437185,-0.32663918976889195
356,2,"[[[10.0, 196.0], [57.0, 194.0], [61.0, 233.0], [12.0, 237.0]]]",3.2847232358403438,165.1173764971944,-15.258466638619321,-6.595008740708294
357,2,"[[[18.0, 194.0], [66.0, 192.0], [67.0, 232.0], [20.0, 235.0]]]",3.2688156134260327,-143.81884063333388,-34.63344255250285,-10.18063155391097
358,2,"[[[25.0, 191.0], [72.0, 189.0], [75.0, 229.0], [27.0, 232.0]]]",3.275667049493806,166.95833911853063,-13.809730063086949,-5.727113373219706
359,2,"[[[33.0, 189.0], [80.0, 188.0], [82.0, 228.0], [34.0, 230.0]]]",3.2644021407887043,166.47653590990666,-13.854259798609968,-4.383327937289522
360,2,"[[[44.0, 188.0], [89.0, 187.0], [92.0, 227.0], [45.0, 229.0]]]",3.3371281379931026,170.20586038634602,-13.24892825188494,-4.3580686015385615
361,2,"[[[53.0, 189.0], [100.0, 188.0], [102.0, 227.0], [55.0, 229.0]]]",3.264275280173104,164.56340171613414,-15.618066983177084,-4.672781715572384
362,2,"[[[62.0, 190.0], [109.0, 189.0], [111.0, 229.0], [65.0, 231.0]]]",3.274471955396408,-148.2381372476428,-26.716267424575822,-6.826880753505682
363,2,"[[[62.0, 190.0], [109.0, 189.0], [111.0, 229.0], [65.0, 231.0]]]",3.274471955396408,-148.2381372476428,-26.716267424575822,-6.826880753505682
364,2,"[[[83.0, 190.0], [128.0, 188.0], [132.0, 228.0], [86.0, 231.0]]]",3.2815047490503604,170.66202135659037,-14.253443880094064,-5.824111409045978
365,2,"[[[92.0, 192.0], [136.0, 190.0], [141.0, 230.0], [95.0, 233.0]]]",3.3002719406459913,172.1652046799416,-15.548175276140675,-6.066143625179231
366,2,"[[[103.0, 192.0], [147.0, 191.0], [150.0, 231.0], [104.0, 233.0]]]",3.2668729887456354,170.22246083902678,-12.198890850888565,-4.037675699142724
367,2,"[[[103.0, 192.0], [147.0, 191.0], [150.0, 231.0], [104.0, 233.0]]]",3.2668729887456354,170.22246083902678,-12.198890850888565,-4.037675699142724
368,2,"[[[103.0, 192.0], [147.0, 191.0], [150.0, 231.0], [104.0, 233.0]]]",3.2668729887456354,170.22246083902678,-12.198890850888565,-4.037675699142724
369,2,"[[[103.0, 192.0], [147.0, 191.0], [150.0, 231.0], [104.0, 233.0]]]",3.2668729887456354,170.22246083902678,-12.198890850888565,-4.037675699142724
370,2,"[[[103.0, 192.0], [147.0, 191.0], [150.0, 231.0], [104.0, 233.0]]]",3.2668729887456354,170.22246083902678,-12.198890850888565,-4.037675699142724
371,2,"[[[112.0, 193.0], [157.0, 191.0], [160.0, 231.0], [115.0, 234.0]]]",3.244124869354867,170.3320532082915,-12.114548709119394,-5.344333554719887
372,2,"[[[160.0, 190.0], [206.0, 187.0], [211.0, 230.0], [163.0, 233.0]]]",3.012789297741827,170.64526153851733,-11.931599461341916,-5.844180992454381
373,2,"[[[191.0, 187.0], [238.0, 186.0], [240.0, 229.0], [193.0, 231.0]]]",2.9694937663783265,171.0047287066757,-9.559932407545487,-3.416381311858655
374,2,"[[[196.0, 187.0], [242.0, 186.0], [245.0, 230.0], [198.0, 232.0]]]",2.9895393318234587,177.1985706855682,-9.355265656613232,-3.414961844096293
375,2,"[[[202.0, 187.0], [249.0, 187.0], [251.0, 231.0], [202.0, 232.0]]]",2.890844581884023,170.2082116092855,-9.319668404161202,-2.093691451510841
376,2,"[[[212.0, 187.0], [261.0, 187.0], [263.0, 231.0], [214.0, 232.0]]]",2.828554591089339,167.6818354162418,-12.81980653868982,-2.6332884145334643
377,2,"[[[225.0, 187.0], [273.0, 187.0], [275.0, 231.0], [226.0, 232.0]]]",2.8368856191015057,168.35506919703053,-10.725217946033148,-2.2969502634215977
378,2,"[[[235.0, 187.0], [283.0, 186.0], [284.0, 231.0], [236.0, 232.0]]]",2.8414591364766553,170.88490587354448,-6.151856413296825,-2.208511840816447
379,2,"[[[245.0, 184.0], [292.0, 183.0], [293.0, 228.0], [246.0, 230.0]]]",2.8633443686756386,-155.7271386105561,-20.596099891054397,-5.3867653639028665
380,2,"[[[245.0, 184.0], [292.0, 183.0], [293.0, 228.0], [246.0, 230.0]]]",2.8633443686756386,-155.7271386105561,-20.596099891054397,-5.3867653639028665
381,2,"[[[245.0, 184.0], [292.0, 183.0], [293.0, 228.0], [246.0, 230.0]]]",2.8633443686756386,-155.7271386105561,-20.596099891054397,-5.3867653639028665
382,2,"[[[245.0, 184.0], [292.0, 183.0], [293.0, 228.0], [246.0, 230.0]]]",2.8633443686756386,-155.7271386105561,-20.596099891054397,-5.3867653639028665
383,2,"[[[245.0, 184.0], [292.0, 183.0], [293.0, 228.0], [246.0, 230.0]]]",2.8633443686756386,-155.7271386105561,-20.596099891054397,-5.3867653639028665
384,2,"[[[253.0, 182.0], [300.0, 181.0], [301.0, 226.0], [254.0, 227.0]]]",2.8768730694962104,173.92319061600512,-4.298862683282572,-1.963097644876158
385,2,"[[[286.0, 171.0], [332.0, 171.0], [332.0, 217.0], [286.0, 217.0]]]",2.876813287353941,-179.0197782934786,1.5419767040014571,0.22525814136933414
386,2,"[[[286.0, 171.0], [332.0, 171.0], [332.0, 217.0], [286.0, 217.0]]]",2.876813287353941,-179.0197782934786,1.5419767040014571,0.22525814136933414
387,2,"[[[290.0, 169.0], [336.0, 170.0], [336.0, 216.0], [290.0, 215.0]]]",2.9035304043013315,-173.8108172736448,-2.0450421578850233,0.8374910197718213
388,2,"[[[300.0, 166.0], [346.0, 167.0], [345.0, 213.0], [299.0, 211.0]]]",2.899141567087467,-179.18705860795836,-1.7485757115275793,1.4651237255871377
389,2,"[[[303.0, 165.0], [349.0, 166.0], [348.0, 212.0], [302.0, 211.0]]]",2.8712990989401352,-178.92042238209373,1.5488545094171775,1.4753386931219983
390,2,"[[[303.0, 164.0], [349.0, 165.0], [349.0, 211.0], [302.0, 210.0]]]",2.866094628450415,179.98698446162624,-2.4633152106767047,0.7127019604394337
391,2,"[[[304.0, 162.0], [351.0, 163.0], [350.0, 209.0], [304.0, 208.0]]]",2.8697379843564415,-160.0991439113332,-13.313986452108603,-1.1941123215155713
392,2,"[[[307.0, 161.0], [354.0, 160.0], [355.0, 206.0], [308.0, 206.0]]]",2.8438950194413812,175.69087659183344,-3.8078291352155222,-1.432374825925454
393,2,"[[[312.0, 159.0], [358.0, 159.0], [359.0, 205.0], [312.0, 205.0]]]",2.862687214629966,179.79361509418962,-2.3734606337674653,-0.5378830567565717
394,2,"[[[316.0, 159.0], [362.0, 159.0], [363.0, 205.0], [316.0, 205.0]]]",2.860359367707873,179.72252407027864,-2.3944059387097267,-0.54244098861638
395,2,"[[[319.0, 158.0], [365.0, 158.0], [365.0, 204.0], [319.0, 204.0]]]",2.8691621723692307,-178.8861060199481,1.6001608488764838,0.23502934161112013
396,2,"[[[319.0, 156.0], [366.0, 157.0], [366.0, 203.0], [319.0, 203.0]]]",2.834051123593503,-179.5595830804775,-3.130144514776791,0.03262132661353089
397,2,"[[[321.0, 156.0], [367.0, 156.0], [367.0, 203.0], [321.0, 203.0]]]",2.8294496397152296,-175.83754332136985,5.684250797927782,1.0007400447613577
398,2,"[[[324.0, 155.0], [370.0, 156.0], [370.0, 202.0], [323.0, 201.0]]]",2.8578497276197874,179.62011528497658,-2.412470801372207,0.6896578900085267
399,2,"[[[326.0, 154.0], [372.0, 155.0], [372.0, 201.0], [325.0, 200.0]]]",2.8572003160643598,179.58745560760235,-2.3987141972239354,0.6886095856363554
400,2,"[[[327.0, 153.0], [373.0, 154.0], [373.0, 200.0], [326.0, 200.0]]]",2.8373740419445075,-179.41129414341026,0.979274071040436,0.749063278455615
